"Full commodity code","Formatted commodity code","PLS","Duty","Notes","Description"
"8529106510","8529 10 65 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8529106590","8529 10 65 90","80","0.00%","","Other"
"8529106900","8529 10 69","80","0.00%","","Other"
"8529108000","8529 10 80","80","","","Aerial filters and separators"
"8529108010","8529 10 80 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8529108090","8529 10 80 90","80","0.00%","","Other"
"8529109500","8529 10 95","80","0.00%","","Other"
"8529900000","8529 90","80","","","Other"
"8529901500","8529 90 15","80","0.00%","","Organic light-emitting diode modules and organic light-emitting diode panels for the apparatus of subheadings 8528 72 or 8528 73"
"8529902000","","10","","","Other"
"8529902000","8529 90 20","80","0.00%","","Parts of apparatus of subheadings 8525 60 00; 8525 80 30; 8528 42 00; 8528 52 10 and 8528 62 00"
"8529904100","","10","","","Other"
"8529904100","","20","","","Cabinets and cases"
"8529904100","8529 90 41","80","0.00%","","Of wood"
"8529904900","8529 90 49","80","0.00%","","Of other materials"
"8529906500","8529 90 65","80","","","Electronic assemblies"
"8529906510","8529 90 65 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Assemblies and sub-assemblies consisting of two or more parts or pieces fastened or joined together; for apparatus of heading 8526; for use in civil aircraft"
"8529906520","8529 90 65 20","80","0.00%","","Of other transmitter-receivers excluding VHF radio communication transmitter-receivers complying with standard ARINC 566 A; and on-board intercommunication systems complying with standard ARINC 306 or 412; - of receivers excluding radio-broadcasting or television apparatus and receivers for selective calling equipment (SELCAL) complying with standard ARINC 531 or 596; - Other; excluding receivers for OMEGA radio navigation systems complying with standard ARINC 580 or 599"
"8529906525","8529 90 65 25","80","0.00%","","Printed circuit board assembly comprising:; - a radio tuner (capable of receiving and decoding radio signals and transmitting those signals within the assembly) without signal processing capabilities;; - a microprocessor capable of receiving remote control messages and controlling the tuner chipset;; for use in the manufacture of home entertainment systems"
"8529906528","8529 90 65 28","80","0.00%","","Electronic assembly comprising at least; -a printed circuit board with;; -processors for multi-media applications and video signal processing;; -FPGA (Field Programmable Gate Array);; -Flash memory;; -operating memory;; -USB-interface;; -with or without HDMI; VGA- and RJ-45 interfaces;; -sockets and plugs for connecting a LCD-display; a LED lighting and a control panel"
"8529906530","8529 90 65 30","80","0.00%","","Parts of TV-apparatus; having micro-processor and video-processor functions; comprising at least a micro-controller and a video-processor; mounted on a leadframe and contained in a plastic housing"
"8529906540","8529 90 65 40","80","0.00%","","Printed circuit board subassembly; comprising:; - a radio tuner; capable of receiving and decoding radio signals and transmitting those signals within the assembly; with a signal decoder;; - a radio frequency (RF) remote control receiver;; - an infrared remote control signal transmitter;; - a SCART signal generator; - a TV state sensor; for use in the manufacture of home entertainment systems"
"8529906545","8529 90 65 45","80","0.00%","","Satellite radio receiver module transforming satellite high frequency signals to digital audio coded signal; for use in the manufacture of products falling within heading 8527"
"8529906550","8529 90 65 50","80","0.00%","","Tuner transforming high-frequency signals into mid-frequency signals; for use in the manufacture of products falling under heading 8528"
"8529906565","8529 90 65 65","80","0.00%","","Printed circuit board for distributing supply voltage and control signals directly to a control circuit on a TFT glass panel of a LCD module"
"8529906575","8529 90 65 75","80","0.00%","","Modules comprising at least semiconductor chips for:; •	the generation of driving signals for pixel addressing; or; •	driving addressing pixels"
"8529906580","8529 90 65 80","80","0.00%","","Tuner transforming high-frequency signals into digital signal; for use in the manufacture of products falling under heading 8527"
"8529906585","8529 90 65 85","80","0.00%","","Assembly consisting of at least:; - an audio frequency amplifier unit; comprising at least an audio frequency amplifier and a sound generator;; - a transformer and; - a radio broadcast receiver;  for use in the manufacture of consumer electronic products"
"8529906590","8529 90 65 90","80","0.00%","","Other"
"8529909100","","10","","","Other"
"8529909100","8529 90 91","80","0.00%","","Light-emitting diode (LED) backlight modules; which are lighting sources that consist of one or more LEDs; and one or more connectors and are mounted on a printed circuit or other similar substrate; and other passive components; whether or not combined with optical components or protective diodes; and used as backlight illumination for liquid crystal displays (LCDs)"
"8529909200","","10","","","Other"
"8529909200","8529 90 92","80","","","For television cameras of subheadings 8525 80 11 and 8525 80 19 and apparatus of headings 8527 and 8528"
"8529909210","8529 90 92 10","80","0.00%","","Of other transmitter-receivers excluding VHF radio communication transmitter-receivers complying with standard ARINC 566 A; and on-board intercommunication systems complying with standard ARINC 306 or 412; - of receivers excluding radio-broadcasting or television apparatus and receivers for selective calling equipment (SELCAL) complying with standard ARINC 531 or 596; - Other; excluding receivers for OMEGA radio navigation systems complying with standard ARINC 580 or 599"
"8529909215","8529 90 92 15","80","0.00%","","LCD modules;; - solely consisting of one or more TFT glass or plastic cells;; - not combined with touch screen facilities;; - with one or more printed circuits boards with control electronics for pixel addressing only;; - with or without backlight unit and; - with or without inverters"
"8529909220","8529 90 92 20","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Assemblies and sub-assemblies consisting of two or more parts or pieces fastened or joined together; for apparatus of heading 8526; for use in civil aircraft"
"8529909225","8529 90 92 25","80","0.00%","","LCD modules; not combined with touch screen facilities; solely consisting of:; - one or more TFT glass or plastic cells;; - a die cast heat sink;; - a backlight unit;; - one printed circuit board with micro controller; and; - LVDS (Low Voltage Differential Signalling) interface;; for use in the manufacture of radios for motor vehicles"
"8529909233","8529 90 92 33","80","0.00%","","LCD modules combined with touch screen facilities; - solely consisting of one or more TFT cells;; - with a diagonal measurement of the screen of 10;7 cm or more but not more than 36 cm;; - with or without LED backlight;; - with control electronics for pixel addressing only;; - without an EPROM memory (Erasable Programmable Read-only Memory);; - with digital RGB Interface (Red; Green; Blue Interface); Touch-Screen Interface; used solely for installation in motor vehicles of Chapter 87"
"8529909237","8529 90 92 37","80","0.00%","","Fastening and covering ledges of aluminium alloy containing:; - silicon and magnesium;; - with a length of 300 mm or more but not more than 2 200 mm;; specifically shaped for use in the manufacture of TV sets"
"8529909242","8529 90 92 42","80","0.00%","","Aluminium heat sinks and cooling fins; for maintaining the operating temperature of transistors and integrated circuits; for use in the manufacture of products falling within heading 8527 or 8528"
"8529909243","8529 90 92 43","80","0.00%","","Plasma display module incorporating only address and display electrodes; with or without driver and/or control electronics for pixel address only and with or without a power supply"
"8529909245","8529 90 92 45","80","0.00%","","Integrated circuit package with TV reception functionality containing a channel decoder die; tuner die; power management die; GSM filters and discrete as well as embedded passive circuit elements for reception of digitally broadcasting videosignals of DVB-T and DVB-H formats"
"8529909247","8529 90 92 47","80","0.00%","","Area image sensors ('progressive scan' Interline CCD-Sensor or CMOS-Sensor) for digital video cameras in the form of analogue or digital; monolithic integrated circuit with pixels of not more than 12 µm × 12 µm in monochromic version with microlenses applied to each individual pixel (microlens array) or in polychromic version with a colour filter; whether or not with a lenslet (micro lens) array with one lenslet mounted on each individual pixel"
"8529909249","8529 90 92 49","80","0.00%","","AC socket with a noise filter; composed of:; - AC socket (for power cord connection) of 230 V;; - integrated noise filter composed of capacitors and inductors;; - cable connector for connecting an AC socket with the PDP (Plasma display panel) power supply unit;; whether or not equipped with a metal support; which joins the AC socket to the PDP TV set"
"8529909251","8529 90 92 51","80","0.00%","","OLED modules; consisting of one or more TFT glass or plastic cells;; - a diagonal measurement of the screen of 121 cm or more; but not more than 224 cm;; - with a thickness of not more than 55mm; - containing organic material; - with control electronic for pixel addressing only;; - with V-by-One Interface and with or without a plug for power supply; ; - with or without back cover; of a kind used in the manufacture of TV sets and monitors"
"8529909252","8529 90 92 52","80","0.00%","","LCD module; glass or plastic covered and optically bonded; with; -a diagonal measurement of the screen of 12 cm or more but not more than 31 cm;; -LED backlighting;; -a printed circuit board with EEPROM (Electrically Erasable Programmable Read-Only Memory); microcontroller; timing controller and other active and passive components;; -a plug for power supply and CAN (Controller Area Network) and LVDS (Low Voltage Differential Signalling) interfaces;; -whether or not with electronic components to generate additional control indicators for vehicle information on the display;; -with or without a touch screen;; -without a signal processing module;; -in a housing with additional LED indicators for warning lights;; -with or without a gear shift indicator and a photo sensor;; of a kind used as a driver information display in motor vehicles of Chapter 87"
"8529909253","8529 90 92 53","80","0.00%","","Printed circuit board for distributing supply voltage and control signals directly to a control circuit on a TFT glass panel of a LCD module"
"8529909254","8529 90 92 54","80","0.00%","","LCD display with:; -a touch panel;; -at least one printed circuit board for simple slave device pixel addressing (Timing Controller function) and touch control; with EEPROM (Electrically Erasable Programmable Read-Only Memory) for display settings;; -a diagonal screen measurement of 15 cm or more but not more than 21 cm;; -a backlight;; -a LVDS (Low Voltage Differential Signalling) and a power supply connector;; for use in the manufacture of motor vehicles of Chapter 87"
"8529909255","8529 90 92 55","80","0.00%","","OLED modules; consisting of; -	one or more TFT glass or plastic cells; containing organic material;; -	with or without combined touch screen facilities and; -	one or more printed circuit boards with control electronics for pixel addressing;; for use in the manufacture of TV sets and monitors or for use in the manufacture of vehicles of Chapter 87"
"8529909257","8529 90 92 57","80","0.00%","","Metal holder; metal fixing item or internal stiffener of metal; for use in the manufacture of televisions; monitors and video players"
"8529909263","8529 90 92 63","80","0.00%","","LCD module; - with a diagonal measurement of the screen of 14;5 cm or more but not more than 38;5 cm;; - with or without a touch screen;; - with an LED backlight;; - with a printed circuit board with EEPROM; microcontroller; LVDS receiver and other active and passive components;; - with a plug for power supply and CAN and LVDS interfaces;; - with or without electronic components for dynamic adjustments of colour;; - in a housing; with or without mechanical; touch-sensitive or contactless control functions and with or without active cooling system;; suitable for installation in motor vehicles of Chapter 87"
"8529909265","8529 90 92 65","80","0.00%","","OLED display consisting of:; - the organic layer with organic LEDs;; - two conductive layers on electron transfer and electron holes;; - layers of transistors (TFT) with resolution of a 1920 x 1080; - anode and cathode for power supply of organic diodes;; - RGB filter;; - glass or plastic protective layer;; - without the electronics for pixel addressing;; for use in the manufacture of goods of headings 8528"
"8529909267","8529 90 92 67","80","0.00%","","Colour LCD display panel for LCD monitors of heading 8528:; - with a diagonal measurement of the screen of 14;48 cm or more but not more than 31;24 cm;; - with or without a touch screen;; - with backlight; micro-controller;; - with a CAN (Controller area network)-controller with one or more LVDS (Low-voltage differential signalling) interfaces and one or more CAN/power supply sockets or with an APIX (Automotive Pixel Link) controller with APIX interface;; - in a housing with or without a heat sink at the back of the housing;; - without a signal-processing module;; - whether or not with haptic and acoustical feedback;; for use in the manufacture of vehicles of Chapter 87"
"8529909270","8529 90 92 70","80","0.00%","","Rectangular fastening and covering frame:; - of an aluminium alloy containing silicon and magnesium;; - with a length of 500 mm or more but not more than 2 200 mm;; - with a width of 300 mm or more but not more than 1 500 mm;; of a kind used for the production of TV sets"
"8529909275","8529 90 92 75","80","0.00%","","Printed circuit board with LED diodes:; - whether or not equipped with prisms/lens; and; - whether or not fitted with connector(s); for the manufacture of backlight units for goods of heading 8528"
"8529909285","8529 90 92 85","80","0.00%","","Colour LCD module in a housing:; - with a diagonal screen measurement of 14.48 cm or more but not more than 26 cm;; - without touch screen;; - with a backlight and micro-controller;; - with a CAN (Controller Area Network) controller; an LVDS (Low-Voltage Differential Signalling) interface and a CAN/power connector;; - without a signal processing module;; - with control electronics for pixel addressing only;; - with a motorised mechanism for moving the display screen;; for permanent installation in vehicles of Chapter 87"
"8529909299","8529 90 92 99","80","0.00%","","Other"
"8529909700","8529 90 97","80","","","Other"
"8529909710","8529 90 97 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Assemblies and sub-assemblies consisting of two or more parts or pieces fastened or joined together; for apparatus of heading 8526; for use in civil aircraft"
"8529909720","8529 90 97 20","80","0.00%","","Of other transmitter-receivers excluding VHF radio communication transmitter-receivers complying with standard ARINC 566 A; and on-board intercommunication systems complying with standard ARINC 306 or 412; - of receivers excluding radio-broadcasting or television apparatus and receivers for selective calling equipment (SELCAL) complying with standard ARINC 531 or 596; - Other; excluding receivers for OMEGA radio navigation systems complying with standard ARINC 580 or 599"
"8529909790","8529 90 97 90","80","0.00%","","Other"
"8530000000","8530","80","","","Electrical signalling; safety or traffic control equipment for railways; tramways; roads; inland waterways; parking facilities; port installations or airfields (other than those of heading 8608)"
"8530100000","8530 10","80","0.00%","","Equipment for railways or tramways"
"8530800000","8530 80","80","0.00%","","Other equipment"
"8530900000","8530 90","80","0.00%","","Parts"
"8531000000","8531","80","","","Electric sound or visual signalling apparatus (for example; bells; sirens; indicator panels; burglar or fire alarms); other than those of heading 8512 or 8530"
"8531100000","8531 10","80","","","Burglar or fire alarms and similar apparatus"
"8531103000","8531 10 30","80","0.00%","","Of a kind used for buildings"
"8531109500","8531 10 95","80","","","Other"
"8531109510","8531 10 95 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8531109590","8531 10 95 90","80","0.00%","","Other"
"8531200000","8531 20","80","","","Indicator panels incorporating liquid crystal devices (LCD) or light-emitting diodes (LED)"
"8531202000","8531 20 20","80","0.00%","","Incorporating light-emitting diodes (LED)"
"8531204000","","10","","","Incorporating liquid crystal devices (LCD)"
"8531204000","8531 20 40","80","0.00%","","Incorporating active matrix liquid crystal devices (LCD)"
"8531209500","8531 20 95","80","0.00%","","Other"
"8531800000","8531 80","80","","","Other apparatus"
"8531804000","8531 80 40","80","","","Bells; buzzers; door chimes and similar"
"8531804010","8531 80 40 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8531804090","8531 80 40 90","80","0.00%","","Other"
"8531807000","8531 80 70","80","0.00%","","Other"
"8531900000","8531 90","80","0.00%","","Parts"
"8532000000","8532","80","","","Electrical capacitors; fixed; variable or adjustable (pre-set)"
"8532100000","8532 10","80","0.00%","","Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0;5 kvar (power capacitors)"
"8532210000","","10","","","Other fixed capacitors"
"8532210000","8532 21","80","0.00%","","Tantalum"
"8532220000","8532 22","80","0.00%","","Aluminium electrolytic"
"8532230000","8532 23","80","0.00%","","Ceramic dielectric; single layer"
"8532240000","8532 24","80","0.00%","","Ceramic dielectric; multilayer"
"8532250000","8532 25","80","0.00%","","Dielectric of paper or plastics"
"8532290000","8532 29","80","0.00%","","Other"
"8532300000","8532 30","80","0.00%","","Variable or adjustable (pre-set) capacitors"
"8532900000","8532 90","80","0.00%","","Parts"
"8533000000","8533","80","","","Electrical resistors (including rheostats and potentiometers); other than heating resistors"
"8533100000","8533 10","80","0.00%","","Fixed carbon resistors; composition or film types"
"8533210000","","10","","","Other fixed resistors"
"8533210000","8533 21","80","0.00%","","For a power handling capacity not exceeding 20 W"
"8533290000","8533 29","80","0.00%","","Other"
"8533310000","","10","","","Wirewound variable resistors; including rheostats and potentiometers"
"8533310000","8533 31","80","0.00%","","For a power handling capacity not exceeding 20 W"
"8533390000","8533 39","80","0.00%","","Other"
"8533400000","8533 40","80","","","Other variable resistors; including rheostats and potentiometers"
"8533401000","8533 40 10","80","0.00%","","For a power handling capacity not exceeding 20 W"
"8533409000","8533 40 90","80","0.00%","","Other"
"8533900000","8533 90","80","0.00%","","Parts"
"8534000000","8534","80","","","Printed circuits"
"8534001100","","10","","","Consisting only of conductor elements and contacts"
"8534001100","8534 00 11","80","0.00%","","Multilayer circuits"
"8534001900","8534 00 19","80","0.00%","","Other"
"8534009000","8534 00 90","80","0.00%","","With other passive elements"
"8535000000","8535","80","","","Electrical apparatus for switching or protecting electrical circuits; or for making connections to or in electrical circuits (for example; switches; fuses; lightning arresters; voltage limiters; surge suppressors; plugs and other connectors; junction boxes); for a voltage exceeding 1 000 V"
"8535100000","8535 10","80","0.00%","","Fuses"
"8535210000","","10","","","Automatic circuit breakers"
"8535210000","8535 21","80","0.00%","","For a voltage of less than 72;5 kV"
"8535290000","8535 29","80","0.00%","","Other"
"8535300000","8535 30","80","","","Isolating switches and make-and-break switches"
"8535301000","8535 30 10","80","0.00%","","For a voltage of less than 72;5 kV"
"8535309000","8535 30 90","80","0.00%","","Other"
"8535400000","8535 40","80","0.00%","","Lightning arresters; voltage limiters and surge suppressors"
"8535900000","8535 90","80","0.00%","","Other"
"8536000000","8536","80","","","Electrical apparatus for switching or protecting electrical circuits; or for making connections to or in electrical circuits (for example; switches; relays; fuses; surge suppressors; plugs; sockets; lamp holders and other connectors; junction boxes); for a voltage not exceeding 1 000 V; connectors for optical fibres; optical fibre bundles or cables"
"8536100000","8536 10","80","","","Fuses"
"8536101000","8536 10 10","80","0.00%","","For a current not exceeding 10 A"
"8536105000","8536 10 50","80","0.00%","","For a current exceeding 10 A but not exceeding 63 A"
"8536109000","8536 10 90","80","0.00%","","For a current exceeding 63 A"
"8536200000","8536 20","80","","","Automatic circuit breakers"
"8536201000","8536 20 10","80","0.00%","","For a current not exceeding 63 A"
"8536209000","8536 20 90","80","0.00%","","For a current exceeding 63 A"
"8536300000","8536 30","80","","","Other apparatus for protecting electrical circuits"
"8536301000","8536 30 10","80","0.00%","","For a current not exceeding 16 A"
"8536303000","8536 30 30","80","0.00%","","For a current exceeding 16 A but not exceeding 125 A"
"8536309000","8536 30 90","80","0.00%","","For a current exceeding 125 A"
"8536410000","","10","","","Relays"
"8536410000","8536 41","80","","","For a voltage not exceeding 60 V"
"8536411000","8536 41 10","80","0.00%","","For a current not exceeding 2 A"
"8536419000","8536 41 90","80","0.00%","","For a current exceeding 2 A"
"8536490000","8536 49","80","0.00%","","Other"
"8536500000","8536 50","80","","","Other switches"
"8536500300","8536 50 03","80","0.00%","","Electronic AC switches consisting of optically coupled input and output circuits (insulated thyristor AC switches)"
"8536500500","8536 50 05","80","0.00%","","Electronic switches; including temperature protected electronic switches; consisting of a transistor and a logic chip (chip-on-chip technology)"
"8536500700","8536 50 07","80","0.00%","","Electromechanical snap-action switches for a current not exceeding 11 A"
"8536501100","","20","","","Other"
"8536501100","","30","","","For a voltage not exceeding 60 V"
"8536501100","8536 50 11","80","0.00%","","Push-button switches"
"8536501500","8536 50 15","80","0.00%","","Rotary switches"
"8536501900","8536 50 19","80","0.00%","","Other"
"8536508000","8536 50 80","80","0.00%","","Other"
"8536610000","","10","","","Lamp holders; plugs and sockets"
"8536610000","8536 61","80","","","Lamp holders"
"8536611000","8536 61 10","80","0.00%","","Edison lamp holders"
"8536619000","8536 61 90","80","0.00%","","Other"
"8536690000","8536 69","80","","","Other"
"8536691000","8536 69 10","80","0.00%","","For coaxial cables"
"8536693000","8536 69 30","80","0.00%","","For printed circuits"
"8536699000","8536 69 90","80","0.00%","","Other"
"8536700000","8536 70","80","","","Connectors for optical fibres; optical fibre bundles or cables"
"8536700010","8536 70 00 10","80","0.00%","","Optical socket; plug or connector; for use in the manufacture of goods falling within headings 8521 or 8528"
"8536700093","","10","","","Other"
"8536700093","8536 70 00 93","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Connectors of plastics for optical fibres; optical fibre bundles or cables; for use in certain types of aircraft"
"8536700099","8536 70 00 99","80","0.00%","","Other"
"8536900000","8536 90","80","","","Other apparatus"
"8536900100","8536 90 01","80","0.00%","","Prefabricated elements for electrical circuits"
"8536901000","8536 90 10","80","0.00%","","Connections and contact elements for wire and cables"
"8536902000","8536 90 20","80","0.00%","","Wafer probers"
"8536904000","8536 90 40","80","0.00%","","Battery clamps of a kind used for motor vehicles of heading 8702; 8703; 8704; or 8711"
"8536909500","8536 90 95","80","0.00%","","Other"
"8537000000","8537","80","","","Boards; panels; consoles; desks; cabinets and other bases; equipped with two or more apparatus of heading 8535 or 8536; for electric control or the distribution of electricity; including those incorporating instruments or apparatus of Chapter 90; and numerical control apparatus; other than switching apparatus of heading 8517"
"8537100000","8537 10","80","","","For a voltage not exceeding 1 000 V"
"8537101000","8537 10 10","80","0.00%","","Numerical control panels with built-in automatic data-processing machine"
"8537109100","","10","","","Other"
"8537109100","8537 10 91","80","0.00%","","Programmable memory controllers"
"8537109500","8537 10 95","80","0.00%","","Touch-Sensitive Data Input Devices (so-called touch screens) without display capabilities; for incorporation into apparatus having a display; which function by detecting the presence and location of a touch within the display area"
"8537109800","8537 10 98","80","0.00%","","Other"
"8537200000","8537 20","80","","","For a voltage exceeding 1 000 V"
"8537209100","8537 20 91","80","0.00%","","For a voltage exceeding 1 000 V but not exceeding 72;5 kV"
"8537209900","8537 20 99","80","0.00%","","For a voltage exceeding 72;5 kV"
"8538000000","8538","80","","","Parts suitable for use solely or principally with the apparatus of heading 8535; 8536 or 8537"
"8538100000","8538 10","80","0.00%","","Boards; panels; consoles; desks; cabinets and other bases for the goods of heading 8537; not equipped with their apparatus"
"8538900000","8538 90","80","","","Other"
"8538901100","","10","","","For wafer probers of subheading 8536 90 20"
"8538901100","8538 90 11","80","0.00%","","Electronic assemblies"
"8538901900","8538 90 19","80","0.00%","","Other"
"8538909100","","10","","","Other"
"8538909100","8538 90 91","80","0.00%","","Electronic assemblies"
"8538909900","8538 90 99","80","0.00%","","Other"
"8539000000","8539","80","","","Electric filament or discharge lamps; including sealed beam lamp units and ultraviolet or infra-red lamps; arc-lamps; light-emitting diode (LED) lamps"
"8539100000","8539 10","80","","","Sealed beam lamp units"
"8539100010","8539 10 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"8539100090","8539 10 00 90","80","0.00%","","Other"
"8539210000","","10","","","Other filament lamps; excluding ultraviolet or infra-red lamps"
"8539210000","8539 21","80","","","Tungsten halogen"
"8539213000","8539 21 30","80","0.00%","","Of a kind used for motorcycles or other motor vehicles"
"8539219200","","10","","","Other; for a voltage"
"8539219200","8539 21 92","80","0.00%","","Exceeding 100 V"
"8539219800","8539 21 98","80","0.00%","","Not exceeding 100 V"
"8539220000","8539 22","80","","","Other; of a power not exceeding 200 W and for a voltage exceeding 100 V"
"8539221000","8539 22 10","80","0.00%","","Reflector lamps"
"8539229000","8539 22 90","80","0.00%","","Other"
"8539290000","8539 29","80","","","Other"
"8539293000","8539 29 30","80","0.00%","","Of a kind used for motorcycles or other motor vehicles"
"8539299200","","10","","","Other; for a voltage"
"8539299200","8539 29 92","80","0.00%","","Exceeding 100 V"
"8539299800","8539 29 98","80","0.00%","","Not exceeding 100 V"
"8539310000","","10","","","Discharge lamps; other than ultraviolet lamps"
"8539310000","8539 31","80","","","Fluorescent; hot cathode"
"8539311000","8539 31 10","80","0.00%","","With double ended cap"
"8539319000","8539 31 90","80","0.00%","","Other"
"8539320000","8539 32","80","","","Mercury or sodium vapour lamps; metal halide lamps"
"8539322000","8539 32 20","80","0.00%","","Mercury or sodium vapour lamps"
"8539329000","8539 32 90","80","0.00%","","Metal halide lamps"
"8539390000","8539 39","80","","","Other"
"8539392000","8539 39 20","80","0.00%","","Cold-cathode fluorescent lamps (CCFLs) for backlighting of flat panel displays"
"8539398000","8539 39 80","80","0.00%","","Other"
"8539410000","","10","","","Ultraviolet or infra-red lamps; arc lamps"
"8539410000","8539 41","80","0.00%","","Arc lamps"
"8539490000","8539 49","80","0.00%","","Other"
"8539500000","8539 50","80","0.00%","","Light-emitting diode (LED) lamps"
"8539900000","8539 90","80","","","Parts"
"8539901000","8539 90 10","80","0.00%","","Lamp bases"
"8539909000","8539 90 90","80","0.00%","","Other"
"8540000000","8540","80","","","Thermionic; cold cathode or photocathode valves and tubes (for example; vacuum or vapour or gas filled valves and tubes; mercury arc rectifying valves and tubes; cathode ray tubes; television camera tubes)"
"8540110000","","10","","","Cathode ray television picture tubes; including video monitor cathode ray tubes"
"8540110000","8540 11","80","0.00%","","Colour"
"8540120000","8540 12","80","0.00%","","Monochrome"
"8540200000","8540 20","80","","","Television camera tubes; image converters and intensifiers; other photocathode tubes"
"8540201000","8540 20 10","80","0.00%","","Television camera tubes"
"8540208000","8540 20 80","80","0.00%","","Other"
"8540400000","8540 40","80","0.00%","","Data/graphic display tubes; monochrome; data/graphic display tubes; colour; with a phosphor dot screen pitch smaller than 0;4 mm"
"8540600000","8540 60","80","0.00%","","Other cathode ray tubes"
"8540710000","","10","","","Microwave tubes (for example; magnetrons; klystrons; travelling-wave tubes; carcinotrons); excluding grid-controlled tubes"
"8540710000","8540 71","80","0.00%","","Magnetrons"
"8540790000","8540 79","80","0.00%","","Other"
"8540810000","","10","","","Other valves and tubes"
"8540810000","8540 81","80","0.00%","","Receiver or amplifier valves and tubes"
"8540890000","8540 89","80","0.00%","","Other"
"8540910000","","10","","","Parts"
"8540910000","8540 91","80","0.00%","","Of cathode ray tubes"
"8540990000","8540 99","80","0.00%","","Other"
"8541000000","8541","80","","","Diodes; transistors and similar semiconductor devices; photosensitive semiconductor devices; including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED); mounted piezoelectric crystals"
"8541100000","8541 10","80","0.00%","","Diodes; other than photosensitive or light-emitting diodes (LED)"
"8541210000","","10","","","Transistors; other than photosensitive transistors"
"8541210000","8541 21","80","0.00%","","With a dissipation rate of less than 1 W"
"8541290000","8541 29","80","0.00%","","Other"
"8541300000","8541 30","80","0.00%","","Thyristors; diacs and triacs; other than photosensitive devices"
"8541400000","8541 40","80","","","Photosensitive semiconductor devices; including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED)"
"8541401000","8541 40 10","80","0.00%","","Light-emitting diodes (LED); including laser diodes"
"8541409000","8541 40 90","80","0.00%","","Other"
"8541500000","8541 50","80","0.00%","","Other semiconductor devices"
"8541600000","8541 60","80","0.00%","","Mounted piezoelectric crystals"
"8541900000","8541 90","80","0.00%","","Parts"
"8542000000","8542","80","","","Electronic integrated circuits"
"8542310000","","10","","","Electronic integrated circuits"
"8542310000","8542 31","80","","","Processors and controllers; whether or not combined with memories; converters; logic circuits; amplifiers; clock and timing circuits; or other circuits"
"8542311100","","10","","","Goods specified in note 9(b)(3 and 4) to this chapter"
"8542311100","8542 31 11","80","0.00%","","Multi-component integrated circuits (MCOs)"
"8542311900","8542 31 19","80","0.00%","","Other"
"8542319000","8542 31 90","80","0.00%","","Other"
"8542320000","8542 32","80","","","Memories"
"8542321100","","10","","","Goods specified in note 9(b)(3 and 4) to this chapter"
"8542321100","8542 32 11","80","0.00%","","Multi-component integrated circuits (MCOs)"
"8542321900","8542 32 19","80","0.00%","","Other"
"8542323100","","10","","","Other"
"8542323100","","20","","","Dynamic random-access memories (D-RAMs)"
"8542323100","8542 32 31","80","0.00%","","With a storage capacity not exceeding 512 Mbits"
"8542323900","8542 32 39","80","0.00%","","With a storage capacity exceeding 512 Mbits"
"8542324500","8542 32 45","80","0.00%","","Static random-access memories (S-RAMs); including cache random-access memories (cache-RAMs)"
"8542325500","8542 32 55","80","0.00%","","UV erasable; programmable; read only memories (EPROMs)"
"8542326100","","10","","","Electrically erasable; programmable; read only memories (E<w:vertAlign w:val='superscript'/>2PROMs); including flash E<w:vertAlign w:val='superscript'/>2PROMs"
"8542326100","","20","","","Flash E<w:vertAlign w:val='superscript'/>2PROMs"
"8542326100","8542 32 61","80","0.00%","","With a storage capacity not exceeding 512 Mbits"
"8542326900","8542 32 69","80","0.00%","","With a storage capacity exceeding 512 Mbits"
"8542327500","8542 32 75","80","0.00%","","Other"
"8542329000","8542 32 90","80","0.00%","","Other memories"
"8542330000","8542 33","80","","","Amplifiers"
"8542331000","8542 33 10","80","0.00%","","Multi-component integrated circuits (MCOs)"
"8542339000","8542 33 90","80","0.00%","","Other"
"8542390000","8542 39","80","","","Other"
"8542391100","","10","","","Goods specified in note 9(b)(3 and 4) to this chapter"
